fastslam1_sim Benchmark;fastslam1_sim_base;0;nan;1442132830.8000;0.0000;1.0000;
fastslam1_sim Benchmark;fastslam1_sim_active;0;nan;169385183.6000;0.0000;8.5139;
0;fastslam1_sim_base;35;543244358;287032608;811708052.0000;0.6693;1.4942;1.0000;
0;fastslam1_sim_base;70;696851748;503686905;1114674753.0000;0.6252;1.5996;1.0000;
0;fastslam1_sim_base;140;1002300495;941771068;1798759871.0000;0.5572;1.7946;1.0000;
0;fastslam1_sim_base;280;1614817481;1835952162;3047803109.0000;0.5298;1.8874;1.0000;
1;fastslam1_sim_active;35;417803754;131927798;93487408.0000;4.4691;0.2238;8.6825;
1;fastslam1_sim_active;70;511510919;262049065;129743670.0000;3.9425;0.2536;8.5914;
1;fastslam1_sim_active;140;697474766;531139928;204305434.0000;3.4139;0.2929;8.8043;
1;fastslam1_sim_active;280;1070203013;1052393102;360273464.0000;2.9705;0.3366;8.4597;
