observe_update Scale Particles;observe_update_base;100;326753;594984;751585.9103;0.4348;1.0000
observe_update Scale Particles;observe_update_base;200;653253;1189384;1539390.1846;0.4244;1.0000
observe_update Scale Particles;observe_update_base;400;1306253;2378184;3050995.0655;0.4281;1.0000
observe_update Scale Particles;observe_update_base;800;2612253;4755784;6055350.5108;0.4314;1.0000
observe_update Scale Particles;observe_update_base;1600;5224253;9510984;12310147.8900;0.4244;1.0000
observe_update Scale Particles;observe_update_base;3200;10448253;19021384;25353350.3800;0.4121;1.0000
observe_update Scale Particles;observe_update_base;6400;20896253;38042184;49902453.8467;0.4187;1.0000
observe_update Scale Particles;observe_update_base;12800;41792253;76083784;100671308.0200;0.4151;1.0000
observe_update Scale Particles;observe_update_base;25600;83584253;152166984;202182450.0267;0.4134;1.0000
observe_update Scale Particles;observe_update_simplified;100;190053;117384;197870.3375;0.9605;3.7984
observe_update Scale Particles;observe_update_simplified;200;379853;234184;391766.6845;0.9696;3.9294
observe_update Scale Particles;observe_update_simplified;400;759453;467784;798734.4147;0.9508;3.8198
observe_update Scale Particles;observe_update_simplified;800;1518653;934984;1580283.1406;0.9610;3.8318
observe_update Scale Particles;observe_update_simplified;1600;3037053;1869384;3184330.1819;0.9537;3.8659
observe_update Scale Particles;observe_update_simplified;3200;6073853;3738184;6487371.9293;0.9363;3.9081
observe_update Scale Particles;observe_update_simplified;6400;12147453;7475784;13482385.5886;0.9010;3.7013
observe_update Scale Particles;observe_update_simplified;12800;24294653;14950984;30478506.0800;0.7971;3.3030
observe_update Scale Particles;observe_update_simplified;25600;48589053;29901384;58474264.9600;0.8309;3.4576
observe_update Scale Particles;observe_update_unrolled4x;100;190053;117384;203947.3280;0.9319;3.6852
observe_update Scale Particles;observe_update_unrolled4x;200;379853;234184;412167.7478;0.9216;3.7349
observe_update Scale Particles;observe_update_unrolled4x;400;759453;467784;839747.9507;0.9044;3.6332
observe_update Scale Particles;observe_update_unrolled4x;800;1518653;934984;1638951.8154;0.9266;3.6946
observe_update Scale Particles;observe_update_unrolled4x;1600;3037053;1869384;3359109.2127;0.9041;3.6647
observe_update Scale Particles;observe_update_unrolled4x;3200;6073853;3738184;6877223.9600;0.8832;3.6866
observe_update Scale Particles;observe_update_unrolled4x;6400;12147453;7475784;14077438.6767;0.8629;3.5449
observe_update Scale Particles;observe_update_unrolled4x;12800;24294653;14950984;32145368.0467;0.7558;3.1318
observe_update Scale Particles;observe_update_unrolled4x;25600;48589053;29901384;61435167.6933;0.7909;3.2910
observe_update Scale Particles;observe_update_unrolled4x_plain;100;190053;117384;309705.3101;0.6137;2.4268
observe_update Scale Particles;observe_update_unrolled4x_plain;200;379853;234184;616013.6916;0.6166;2.4990
observe_update Scale Particles;observe_update_unrolled4x_plain;400;759453;467784;1281641.1494;0.5926;2.3805
observe_update Scale Particles;observe_update_unrolled4x_plain;800;1518653;934984;2485177.5078;0.6111;2.4366
observe_update Scale Particles;observe_update_unrolled4x_plain;1600;3037053;1869384;5054998.7330;0.6008;2.4352
observe_update Scale Particles;observe_update_unrolled4x_plain;3200;6073853;3738184;10142448.2244;0.5989;2.4997
observe_update Scale Particles;observe_update_unrolled4x_plain;6400;12147453;7475784;21161978.1200;0.5740;2.3581
observe_update Scale Particles;observe_update_unrolled4x_plain;12800;24294653;14950984;44697520.0933;0.5435;2.2523
observe_update Scale Particles;observe_update_unrolled4x_plain;25600;48589053;29901384;88567605.2933;0.5486;2.2828
observe_update Scale Particles;observe_update_simpleavx;100;190053;117384;144685.8857;1.3136;5.1946
observe_update Scale Particles;observe_update_simpleavx;200;379853;234184;285853.4829;1.3288;5.3852
observe_update Scale Particles;observe_update_simpleavx;400;759453;467784;597953.3392;1.2701;5.1024
observe_update Scale Particles;observe_update_simpleavx;800;1518653;934984;1163212.4961;1.3056;5.2057
observe_update Scale Particles;observe_update_simpleavx;1600;3037053;1869384;2364406.7721;1.2845;5.2064
observe_update Scale Particles;observe_update_simpleavx;3200;6073853;3738184;4859340.2010;1.2499;5.2174
observe_update Scale Particles;observe_update_simpleavx;6400;12147453;7475784;11124668.9156;1.0919;4.4857
observe_update Scale Particles;observe_update_simpleavx;12800;24294653;14950984;22534579.8600;1.0781;4.4674
observe_update Scale Particles;observe_update_simpleavx;25600;48589053;29901384;45449817.5333;1.0691;4.4485
