predict_update with Particles;basic simd;200;33130;9688;31991.7536;1.0356;2.0665
predict_update with Particles;basic simd;400;65930;19288;62457.7620;1.0556;2.1216
predict_update with Particles;basic simd;800;131530;38488;125143.5281;1.0510;2.0887
predict_update with Particles;basic simd;1600;262730;76888;247456.3936;1.0617;2.2250
predict_update with Particles;basic simd;3200;525130;153688;494429.4179;1.0621;2.0397
predict_update with Particles;basic simd;6400;1049930;307288;981120.4398;1.0701;2.0619
predict_update with Particles;basic simd;12800;2099530;614488;1997183.3570;1.0512;2.0278
predict_update with Particles;basic simd;25600;4198730;1228888;3943464.1990;1.0647;2.0511
predict_update with Particles;simd + scalar pi_to_pi;100;16730;4888;4394.3925;3.8071;7.7107
predict_update with Particles;simd + scalar pi_to_pi;200;33130;9688;8285.2735;3.9987;7.9792
predict_update with Particles;simd + scalar pi_to_pi;400;65930;19288;16141.6440;4.0845;8.2093
predict_update with Particles;simd + scalar pi_to_pi;800;131530;38488;32623.5829;4.0317;8.0123
predict_update with Particles;simd + scalar pi_to_pi;1600;262730;76888;62709.4926;4.1896;8.7799
predict_update with Particles;simd + scalar pi_to_pi;3200;525130;153688;124309.9894;4.2244;8.1128
predict_update with Particles;simd + scalar pi_to_pi;6400;1049930;307288;247214.2234;4.2470;8.1832
predict_update with Particles;simd + scalar pi_to_pi;12800;2099530;614488;488685.5973;4.2963;8.2872
predict_update with Particles;simd + scalar pi_to_pi;25600;4198730;1228888;977751.7784;4.2943;8.2725
predict_update with Particles;simd opt. normal rand;100;16730;4888;10099.3855;1.6565;3.3551
predict_update with Particles;simd opt. normal rand;200;33130;9688;19954.0046;1.6603;3.3131
predict_update with Particles;simd opt. normal rand;400;65930;19288;39434.5043;1.6719;3.3603
predict_update with Particles;simd opt. normal rand;800;131530;38488;77290.0978;1.7018;3.3819
predict_update with Particles;simd opt. normal rand;1600;262730;76888;155588.0031;1.6886;3.5387
predict_update with Particles;simd opt. normal rand;3200;525130;153688;305810.4486;1.7172;3.2978
predict_update with Particles;simd opt. normal rand;6400;1049930;307288;608390.6274;1.7257;3.3252
predict_update with Particles;simd opt. normal rand;12800;2099530;614488;1219423.2158;1.7217;3.3211
predict_update with Particles;simd opt. normal rand;25600;4198730;1228888;2467448.7768;1.7016;3.2781
predict_update with Particles;simd opt. fast rand;100;16730;4888;3541.2059;4.7244;9.5685
predict_update with Particles;simd opt. fast rand;200;33130;9688;6515.1237;5.0851;10.1471
predict_update with Particles;simd opt. fast rand;400;65930;19288;12484.3130;5.2810;10.6142
predict_update with Particles;simd opt. fast rand;800;131530;38488;25512.1676;5.1556;10.2457
predict_update with Particles;simd opt. fast rand;1600;262730;76888;51536.8044;5.0979;10.6833
predict_update with Particles;simd opt. fast rand;3200;525130;153688;96164.0376;5.4608;10.4873
predict_update with Particles;simd opt. fast rand;6400;1049930;307288;198885.8560;5.2791;10.1717
predict_update with Particles;simd opt. fast rand;12800;2099530;614488;382141.1104;5.4941;10.5978
predict_update with Particles;simd opt. fast rand;25600;4198730;1228888;772411.8042;5.4359;10.4717
predict_update with Particles;fastest;100;16730;4888;3535.6823;4.7318;9.5834
predict_update with Particles;fastest;200;33130;9688;6574.5849;5.0391;10.0554
predict_update with Particles;fastest;400;65930;19288;12498.1153;5.2752;10.6025
predict_update with Particles;fastest;800;131530;38488;26028.0844;5.0534;10.0427
predict_update with Particles;fastest;1600;262730;76888;48259.4780;5.4441;11.4088
predict_update with Particles;fastest;3200;525130;153688;96308.8383;5.4526;10.4715
predict_update with Particles;fastest;6400;1049930;307288;194385.8827;5.4013;10.4072
predict_update with Particles;fastest;12800;2099530;614488;383524.4818;5.4743;10.5596
predict_update with Particles;fastest;25600;4198730;1228888;770351.4920;5.4504;10.4997
predict_update with Particles;fast;100;16730;4888;3536.6175;4.7305;9.5809
predict_update with Particles;fast;200;33130;9688;6504.9630;5.0930;10.1630
predict_update with Particles;fast;400;65930;19288;12508.7721;5.2707;10.5935
predict_update with Particles;fast;800;131530;38488;27266.0524;4.8239;9.5867
predict_update with Particles;fast;1600;262730;76888;48170.7018;5.4541;11.4299
predict_update with Particles;fast;3200;525130;153688;96727.5374;5.4290;10.4262
predict_update with Particles;fast;6400;1049930;307288;190950.7132;5.4984;10.5944
predict_update with Particles;fast;12800;2099530;614488;381382.8085;5.5050;10.6189
predict_update with Particles;fast;25600;4198730;1228888;770264.4148;5.4510;10.5009
predict_update with Particles;base;100;18830;22488;33724.6808;0.5583;1.0000
predict_update with Particles;base;200;37330;44888;66795.7697;0.5589;1.0000
predict_update with Particles;base;400;74330;89688;133471.6399;0.5569;1.0000
predict_update with Particles;base;800;148330;179288;263401.1843;0.5631;1.0000
predict_update with Particles;base;1600;296330;358488;505346.4872;0.5864;1.0000
predict_update with Particles;base;3200;592330;716888;1008894.0902;0.5871;1.0000
predict_update with Particles;base;6400;1184330;1433688;2016128.9118;0.5874;1.0000
predict_update with Particles;base;12800;2368330;2867288;4060930.9266;0.5832;1.0000
predict_update with Particles;base;25600;4736330;5734488;8266559.2818;0.5730;1.0000
predict_update with Particles;functions inplace;100;16730;4888;32952.9635;0.5077;1.0234
predict_update with Particles;functions inplace;200;33130;9688;64387.6227;0.5145;1.0374
predict_update with Particles;functions inplace;400;65930;19288;129039.8483;0.5109;1.0343
predict_update with Particles;functions inplace;800;131530;38488;249013.4298;0.5282;1.0578
predict_update with Particles;functions inplace;1600;262730;76888;488946.4540;0.5373;1.0335
predict_update with Particles;functions inplace;3200;525130;153688;963286.4740;0.5451;1.0473
predict_update with Particles;functions inplace;6400;1049930;307288;1920210.7882;0.5468;1.0500
predict_update with Particles;functions inplace;12800;2099530;614488;3872819.1840;0.5421;1.0486
predict_update with Particles;functions inplace;25600;4198730;1228888;7706352.4186;0.5448;1.0727
predict_update with Particles;sine approximation;100;16730;4888;20089.8026;0.8328;1.6787
predict_update with Particles;sine approximation;200;33130;9688;39619.2707;0.8362;1.6859
predict_update with Particles;sine approximation;400;65930;19288;81710.9651;0.8069;1.6335
predict_update with Particles;sine approximation;800;131530;38488;157944.4578;0.8328;1.6677
predict_update with Particles;sine approximation;1600;262730;76888;308772.6625;0.8509;1.6366
predict_update with Particles;sine approximation;3200;525130;153688;609186.4622;0.8620;1.6561
predict_update with Particles;sine approximation;6400;1049930;307288;1207062.7032;0.8698;1.6703
predict_update with Particles;sine approximation;12800;2099530;614488;2424846.7074;0.8658;1.6747
predict_update with Particles;sine approximation;25600;4198730;1228888;4837780.0630;0.8679;1.7088
predict_update with Particles;basic simd;100;16730;4888;15957.9694;1.0484;2.1133
predict_update with Particles;basic simd;200;33130;9688;31412.0934;1.0547;2.1264
predict_update with Particles;basic simd;400;65930;19288;63544.0218;1.0375;2.1005
predict_update with Particles;basic simd;800;131530;38488;124180.0360;1.0592;2.1211
predict_update with Particles;basic simd;1600;262730;76888;248676.4301;1.0565;2.0321
predict_update with Particles;basic simd;3200;525130;153688;490717.7753;1.0701;2.0560
predict_update with Particles;basic simd;6400;1049930;307288;982053.0120;1.0691;2.0530
predict_update with Particles;basic simd;12800;2099530;614488;1957615.5096;1.0725;2.0744
predict_update with Particles;basic simd;25600;4198730;1228888;3938391.4854;1.0661;2.0990
predict_update with Particles;simd + scalar pi_to_pi;100;16730;4888;4438.2817;3.7695;7.5986
predict_update with Particles;simd + scalar pi_to_pi;200;33130;9688;8294.6954;3.9941;8.0528
predict_update with Particles;simd + scalar pi_to_pi;400;65930;19288;16098.7032;4.0954;8.2908
predict_update with Particles;simd + scalar pi_to_pi;800;131530;38488;31504.7067;4.1749;8.3607
predict_update with Particles;simd + scalar pi_to_pi;1600;262730;76888;63369.1611;4.1460;7.9746
predict_update with Particles;simd + scalar pi_to_pi;3200;525130;153688;124249.6357;4.2264;8.1199
predict_update with Particles;simd + scalar pi_to_pi;6400;1049930;307288;245592.4568;4.2751;8.2092
predict_update with Particles;simd + scalar pi_to_pi;12800;2099530;614488;487272.4270;4.3087;8.3340
predict_update with Particles;simd + scalar pi_to_pi;25600;4198730;1228888;981922.5998;4.2760;8.4187
predict_update with Particles;simd opt. normal rand;100;16730;4888;10177.5415;1.6438;3.3136
predict_update with Particles;simd opt. normal rand;200;33130;9688;20025.0878;1.6544;3.3356
predict_update with Particles;simd opt. normal rand;400;65930;19288;40238.5655;1.6385;3.3170
predict_update with Particles;simd opt. normal rand;800;131530;38488;76819.0627;1.7122;3.4289
predict_update with Particles;simd opt. normal rand;1600;262730;76888;154318.7503;1.7025;3.2747
predict_update with Particles;simd opt. normal rand;3200;525130;153688;310780.8383;1.6897;3.2463
predict_update with Particles;simd opt. normal rand;6400;1049930;307288;617415.2988;1.7005;3.2654
predict_update with Particles;simd opt. normal rand;12800;2099530;614488;1241227.7024;1.6915;3.2717
predict_update with Particles;simd opt. normal rand;25600;4198730;1228888;2492899.5106;1.6843;3.3160
predict_update with Particles;simd opt. fast rand;100;16730;4888;3536.3665;4.7308;9.5365
predict_update with Particles;simd opt. fast rand;200;33130;9688;6603.4488;5.0171;10.1153
predict_update with Particles;simd opt. fast rand;400;65930;19288;12535.9381;5.2593;10.6471
predict_update with Particles;simd opt. fast rand;800;131530;38488;24480.4528;5.3729;10.7597
predict_update with Particles;simd opt. fast rand;1600;262730;76888;49614.5365;5.2954;10.1855
predict_update with Particles;simd opt. fast rand;3200;525130;153688;96063.1486;5.4665;10.5024
predict_update with Particles;simd opt. fast rand;6400;1049930;307288;190802.0658;5.5027;10.5666
predict_update with Particles;simd opt. fast rand;12800;2099530;614488;381362.0400;5.5053;10.6485
predict_update with Particles;simd opt. fast rand;25600;4198730;1228888;772201.7126;5.4373;10.7052
predict_update with Particles;fastest;100;16730;4888;3529.4846;4.7401;9.5551
predict_update with Particles;fastest;200;33130;9688;6617.7082;5.0063;10.0935
predict_update with Particles;fastest;400;65930;19288;12618.1025;5.2250;10.5778
predict_update with Particles;fastest;800;131530;38488;24466.0154;5.3760;10.7660
predict_update with Particles;fastest;1600;262730;76888;48841.2450;5.3793;10.3467
predict_update with Particles;fastest;3200;525130;153688;95896.9569;5.4760;10.5206
predict_update with Particles;fastest;6400;1049930;307288;192251.9777;5.4612;10.4869
predict_update with Particles;fastest;12800;2099530;614488;381346.4270;5.5056;10.6489
predict_update with Particles;fastest;25600;4198730;1228888;769436.4264;5.4569;10.7437
predict_update with Particles;fast;100;16730;4888;3535.5907;4.7319;9.5386
predict_update with Particles;fast;200;33130;9688;6609.7070;5.0123;10.1057
predict_update with Particles;fast;400;65930;19288;12799.5900;5.1509;10.4278
predict_update with Particles;fast;800;131530;38488;24415.2313;5.3872;10.7884
predict_update with Particles;fast;1600;262730;76888;48460.9259;5.4215;10.4279
predict_update with Particles;fast;3200;525130;153688;96807.2826;5.4245;10.4217
predict_update with Particles;fast;6400;1049930;307288;191294.8085;5.4885;10.5394
predict_update with Particles;fast;12800;2099530;614488;381446.5927;5.5041;10.6461
predict_update with Particles;fast;25600;4198730;1228888;772340.9176;5.4364;10.7033
